676151964166692864;Camille LELLOUCHE;T s o˘ Marine Lepen  bah t s pas l‡  onl‚cherien nonauFN vivemafrance detouteslescouleurs;Sun Dec 13 22:29:25 CET 2015;4
676385719196196865;??;RT TheReal exeryl Marine lepen ca s voit c st le genre de rageuse quand ca jouait ‡ chat en primaire elle se faisait touchÈ elle disaitÖ;Mon Dec 14 13:58:16 CET 2015;4
676385506981232640;BC;RT TheReal exeryl Marine lepen ca s voit c st le genre de rageuse quand ca jouait ‡ chat en primaire elle se faisait touchÈ elle disaitÖ;Mon Dec 14 13:57:26 CET 2015;4
676385452581105664;JeanLabadie;COOP Nicolas Sarkozy nomme Jean Marie Lepen nouveau nXX des LR;Mon Dec 14 13:57:13 CET 2015;4
676385445861793793;sturridge blessÈ;Marine LePen on est dÈsolÈs ?  regionalXX Regionales;Mon Dec 14 13:57:11 CET 2015;4
676385239573381120;Bruno;RT LricciXX Marine LePen on est dÈsolÈs ?  MDR JSUIS MORT DE RIRE regionalXX Regionales;Mon Dec 14 13:56:22 CET 2015;4
676385144467554304;Enough;Marine LePen on est dÈsolÈs ?  regionalXX Regionales;Mon Dec 14 13:55:59 CET 2015;4
676385025479352320;•ass!;RT LricciXX Marine LePen on est dÈsolÈs ?  MDR JSUIS MORT DE RIRE regionalXX Regionales;Mon Dec 14 13:55:31 CET 2015;4
676384944478908416;Ultime Message;s ssbague Le fn c st l xpression des blancs en version allÈger L ypocrisie ps ump les retiens de se dÈvoiler lection LePen;Mon Dec 14 13:55:12 CET 2015;4
676384903450255360;Saiyajin Æ;Marine LePen on est dÈsolÈs ?  regionalXX Regionales;Mon Dec 14 13:55:02 CET 2015;4
676384903223746560;Med ?;Merci les amis ont a baisÈ la grosse chatte pourite a marine lepen le fn a gagnÈ aucune rÈgion;Mon Dec 14 13:55:02 CET 2015;4
676384794637434885;Raymond Dominique;laure git nk   oui Lepen dit des conneries quand elle propose des solutions mais elle pointe toujours les vrais problËmes;Mon Dec 14 13:54:36 CET 2015;4
676384741839474688;SÈbastien lecompte;venant d lle je suis s˚r que Marine Lepen n n a strictement rien ‡ faire;Mon Dec 14 13:54:23 CET 2015;4
676384620145938432;Lyndoushy;Merci les amis ont a baisÈ la grosse chatte pourite a marine lepen le fn a gagnÈ aucune rÈgion;Mon Dec 14 13:53:54 CET 2015;4
676384484758036480;Kernaleguen Philippe;Le Front national est encore loin des portes du pouvoir;Mon Dec 14 13:53:22 CET 2015;4
676384178250883072;Punchline.fr RT;RT alban rebolin Quand tu vois Marion MarÈchal LePen Áa donne envie d nculer le FN punchline;Mon Dec 14 13:52:09 CET 2015;4
676384045861834752;LÈaa;Marine LePen on est dÈsolÈs ?  regionalXX Regionales;Mon Dec 14 13:51:37 CET 2015;4
676383999506411520;??camtwo;Marine LePen on est dÈsolÈs ?  regionalXX Regionales;Mon Dec 14 13:51:26 CET 2015;4
676383948424019968;Alix;La France fiËre d voir Wauquiez  Estrosi de justesse au lieu de Lepen n dirait moi ‡ XX ans quand j rrivais ‡ dÈpasserÖ;Mon Dec 14 13:51:14 CET 2015;4
676383790219075584;?? (?*?*?);RT LricciXX Marine LePen on est dÈsolÈs ?  MDR JSUIS MORT DE RIRE regionalXX Regionales;Mon Dec 14 13:50:36 CET 2015;4
676383778839875584;Mc;Il nous manquait une analyse politique la voil‡  Regionales  Quand Nabilla trolle Marine LePen sur Twitter;Mon Dec 14 13:50:34 CET 2015;4
676383778382696448;Josh;Marine LePen on est dÈsolÈs ?  regionalXX Regionales;Mon Dec 14 13:50:34 CET 2015;4
676383764163989504;lebrubru;COOP Nicolas Sarkozy nomme Jean Marie Lepen nouveau nXX des LR;Mon Dec 14 13:50:30 CET 2015;4
676383718622236672;????;Marine LePen on est dÈsolÈs ?  regionalXX Regionales;Mon Dec 14 13:50:19 CET 2015;4
676383653279227905;OOOOH PUTEUH;Merci les amis ont a baisÈ la grosse chatte pourite a marine lepen le fn a gagnÈ aucune rÈgion;Mon Dec 14 13:50:04 CET 2015;4
676383649189732353;TsumiHaru.;Merci les amis ont a baisÈ la grosse chatte pourite a marine lepen le fn a gagnÈ aucune rÈgion;Mon Dec 14 13:50:03 CET 2015;4
676383523004096512;30M D'ENNEMISø;La France fiËre d voir Wauquiez  Estrosi de justesse au lieu de Lepen n dirait moi ‡ XX ans quand j rrivais ‡ dÈpasserÖ;Mon Dec 14 13:49:33 CET 2015;4
676383426547728384;Floweypensive;Merci les amis ont a baisÈ la grosse chatte pourite a marine lepen le fn a gagnÈ aucune rÈgion;Mon Dec 14 13:49:10 CET 2015;4
